id,group_pref,member_count,group_order_1,group_order_2,group_order_3,group_order_4,group_order_5,group_order_6,result
c76c1e70-e74b-48c6-8da2-ebc122433ea1,"7,1,6,4,5,3",1,7,1,6,4,5,3,7
7d1db2db-9541-4ee5-a372-512a684cc616,"6,4,5,7,1,3",3,6,4,5,7,1,3,5
a0b84f31-f522-4709-ab7f-8f0769e13308,"5,7,6,1,4,3",1,5,7,6,1,4,3,5
a3935965-7935-4d51-b8cc-99f06b358772,"3,6,1,4,5,7",3,3,6,1,4,5,7,3
08b4488d-7fe7-4bdb-8252-ddd0fc396b94,"5,1,4,3,6,7",1,5,1,4,3,6,7,5
c5d46ba0-7c3c-41ea-b0e1-c4c38f7b0921,"5,3,4,7,6,1",2,5,3,4,7,6,1,5
ccd1c1ae-53f5-43fa-968d-c7c5d2934a2b,"6,4,5,3,7,1",3,6,4,5,3,7,1,6
32918cc2-bdad-4167-9a76-c9bfe0c64286,"5,6,3,1,4,7",1,5,6,3,1,4,7,5
c6e0f119-0230-4a7e-8410-a1c0d2ee97bb,"5,4,7,3,1,6",2,5,4,7,3,1,6,5
e73c3c0d-b89d-49d5-8c20-ae25a3240a4f,"6,4,5,3,7,1",3,6,4,5,3,7,1,6
cdfebcd0-fa5c-42bb-abb8-3dca7e93601b,"6,4,1,7,3,5",3,6,4,1,7,3,5,1
8631a5b2-d2d5-404d-8c9a-8deee89438b0,"7,1,3,5,6,4",3,7,1,3,5,6,4,7
a9296572-04b8-4b7f-bf15-cc0c07b0df06,"7,3,6,1,4,5",3,7,3,6,1,4,5,7
aff67ec9-f15c-4e60-a78e-a2592a1afbf3,"4,5,3,1,6,7",3,4,5,3,1,6,7,4
f2a2ad3d-9a9a-4020-898f-8db8bffb43c1,"7,6,3,5,4,1",1,7,6,3,5,4,1,7
f8696c9f-f125-40d4-81c3-32aa2eb9a8aa,"6,1,7,3,5,4",1,6,1,7,3,5,4,1
84eaf7d9-7112-46ee-8cac-142825d1999f,"3,6,5,1,7,4",3,3,6,5,1,7,4,3
13333fb2-9e19-4047-a583-faa47f7e3780,"3,4,1,7,6,5",1,3,4,1,7,6,5,3
ea9512df-ffa0-42fd-9641-792a9cfd8e5d,"4,3,1,7,6,5",3,4,3,1,7,6,5,4
48241a47-006a-4fe9-a9cb-d221f6bf1e6c,"7,3,6,1,4,5",2,7,3,6,1,4,5,7
a49c5fa2-43bc-41cb-9ffc-ce1c1dda9b85,"6,7,3,4,1,5",1,6,7,3,4,1,5,5
25c9b08f-92d6-48de-b758-ed14ff155336,"4,7,3,5,1,6",3,4,7,3,5,1,6,4
d6eb7ff2-10ea-498e-97b0-db9a0cc99bdf,"5,7,4,3,6,1",1,5,7,4,3,6,1,5
eae9f06c-5035-4bab-8255-f6aab3365fd8,"6,4,7,5,1,3",3,6,4,7,5,1,3,5
a418d397-c2f2-4a06-af0c-435d08360f5c,"7,1,5,4,3,6",1,7,1,5,4,3,6,7
02e826af-0cbf-4558-8447-0a1111745844,"1,7,5,6,3,4",2,1,7,5,6,3,4,1
8aaf0e83-b5e8-4d09-8fc4-3f6cf32d35c0,"4,6,3,7,1,5",2,4,6,3,7,1,5,4
fcfddabb-4b8c-4c62-abf8-7f64b75455a1,"3,4,7,5,1,6",1,3,4,7,5,1,6,3
fa37174b-5edb-413e-a567-867ca5ff6ac2,"1,3,6,5,4,7",1,1,3,6,5,4,7,1
dd34f2de-933d-45d1-b646-35b8f8b4f3d8,"7,4,3,1,6,5",1,7,4,3,1,6,5,7
693b84ed-0d6c-4e6e-b835-8b9bbf3c7c74,"7,4,3,5,1,6",1,7,4,3,5,1,6,7
cf229b02-c6cf-417d-b4a3-0ecac3f40fe3,"1,3,6,4,5,7",1,1,3,6,4,5,7,1
f1c40db0-776b-4afc-ab0f-e8c20f667ec4,"4,1,6,3,7,5",1,4,1,6,3,7,5,4
b4a02b34-889f-45eb-9911-9f5e6f504f73,"6,4,5,3,7,1",1,6,4,5,3,7,1,6
12c3fe41-5e69-4a03-bc2d-36e8fed24f7c,"3,1,5,4,7,6",1,3,1,5,4,7,6,3
8eb1f3f1-d6b2-4423-84b3-affd6805a3c2,"6,7,1,5,3,4",2,6,7,1,5,3,4,1
d6b48232-937b-42b9-9d28-72b27eae1a2e,"7,1,3,6,4,5",3,7,1,3,6,4,5,7
e8bf1d62-7f81-47b4-a4a2-9bee6f8c2246,"4,1,6,3,7,5",1,4,1,6,3,7,5,4
351823f8-5788-4f72-86f4-09995e979084,"3,7,1,5,4,6",3,3,7,1,5,4,6,3
d50dc2be-2ae9-4620-87c6-eaedf51bb3f3,"7,3,4,6,1,5",1,7,3,4,6,1,5,7
c3f2051e-5241-4bad-b915-75e3f5af858a,"6,5,3,1,7,4",1,6,5,3,1,7,4,5
7fadb0f3-17d9-4a9d-906e-fdf288b1fcb1,"7,6,1,5,4,3",2,7,6,1,5,4,3,7
8038b10e-fcaf-44c0-9306-b97ab0e60a44,"7,1,3,4,5,6",1,7,1,3,4,5,6,7
b66fd81f-90f1-486c-bc3d-ba0702ba62ed,"4,3,1,7,5,6",1,4,3,1,7,5,6,4
bf6b5792-18a2-478d-94c6-a7914a3b2ccf,"3,1,5,6,4,7",1,3,1,5,6,4,7,1
6053370a-7ee5-41e7-90c5-e41cdf3e74af,"3,4,6,1,7,5",2,3,4,6,1,7,5,1
5b353ac3-2b4b-4811-944c-0014fe8742e1,"3,4,6,7,1,5",3,3,4,6,7,1,5,3
f8ec1561-4292-4dd0-8b8f-a00f4c7b5c52,"7,5,4,6,3,1",3,7,5,4,6,3,1,7
fa25960f-9422-4426-8cfe-1550f9cbc44d,"4,6,3,5,7,1",2,4,6,3,5,7,1,4
9a725a5f-bb97-4d8d-ada4-6a21d2c4d77d,"7,6,1,3,5,4",3,7,6,1,3,5,4,7
f1a281fe-4b5f-4bc2-b536-ddcf47a9b69d,"6,3,7,5,4,1",2,6,3,7,5,4,1,5
3ef3ff4a-257e-4eb1-9427-90a08e0aa588,"3,1,7,4,6,5",3,3,1,7,4,6,5,3
cd74fb62-7631-4bd0-95e0-549483343095,"6,3,1,5,4,7",1,6,3,1,5,4,7,1
9085b0e7-fc86-4a42-a622-734ad222242e,"3,6,7,1,4,5",1,3,6,7,1,4,5,3
e4496dc6-f1b2-43a2-a96f-ec4d7bcd6ced,"1,3,6,7,5,4",2,1,3,6,7,5,4,1
749f1e39-5112-4c45-9584-e974619b8ff7,"7,4,3,5,1,6",1,7,4,3,5,1,6,7
0560a7c0-ffbc-4e7a-b649-a92ca3961f39,"6,3,7,5,4,1",1,6,3,7,5,4,1,5
257ce896-db0b-446c-8b9d-c82c917b69d2,"1,6,7,3,4,5",3,1,6,7,3,4,5,1
8ff43771-a5e2-41c1-ba13-364d661652d2,"3,6,7,4,5,1",3,3,6,7,4,5,1,3
7bc12f1c-4b46-4b9b-90f4-d95a166a9638,"4,7,3,5,1,6",1,4,7,3,5,1,6,4
8fd38984-2bf0-4a12-9bfa-ca41eea92c6e,"3,7,1,6,5,4",1,3,7,1,6,5,4,7
951cc293-5c80-43b1-8298-9aef5e346dbf,"6,3,7,1,4,5",2,6,3,7,1,4,5,6
06d1a495-52bc-4e22-8e0e-a593b43bf10d,"4,7,6,3,1,5",1,4,7,6,3,1,5,4
5bdf9e4e-15d5-4bee-bfbd-216e4b7b9f7a,"7,1,3,4,5,6",3,7,1,3,4,5,6,7
4c3dd3aa-208f-4f05-ab6e-a45cc4d01e6e,"6,7,4,3,5,1",1,6,7,4,3,5,1,6
d29815da-f7a9-4a58-ac6b-8b01e87a1baa,"3,7,4,6,1,5",1,3,7,4,6,1,5,3
8d9fd7e5-785c-4698-8c3c-fe361c08ae17,"1,6,7,3,4,5",2,1,6,7,3,4,5,1
cddd66fd-d36e-49cf-a6a0-6d21d5eaacf6,"3,1,6,4,7,5",1,3,1,6,4,7,5,1
b632eb79-aa2a-4e99-b149-4809357e9ef1,"3,6,1,4,5,7",1,3,6,1,4,5,7,3
44d35200-68fd-4bf2-b1b4-caae8919e4d6,"7,6,1,5,3,4",2,7,6,1,5,3,4,7
eae3f053-bc30-4308-90b1-24b0987fc6e3,"4,6,3,1,5,7",3,4,6,3,1,5,7,1
78308269-987b-4cd0-a287-104c93fe7180,"4,6,7,1,3,5",1,4,6,7,1,3,5,4
092da25c-c681-40e1-b60f-e0611346fb0d,"1,4,7,6,3,5",1,1,4,7,6,3,5,1
bcfd5235-107b-478a-aead-00981c804514,"4,3,6,7,1,5",1,4,3,6,7,1,5,4
c23e39aa-bb95-47da-aacf-107742bc54ee,"4,7,6,3,1,5",1,4,7,6,3,1,5,4
b684afaa-5d4f-42d7-9bac-15f31f65804c,"3,6,4,1,5,7",2,3,6,4,1,5,7,3
77a63c9e-904b-42f0-91a2-a1b6e8be13d7,"3,7,1,6,4,5",1,3,7,1,6,4,5,3
989ea0da-79af-4a44-b961-fa0e2d6aa99f,"6,7,1,4,5,3",1,6,7,1,4,5,3,6
db1a738d-2a0a-4f8a-bb23-6186504a8435,"6,7,3,4,1,5",3,6,7,3,4,1,5,5
4484edac-0d4a-4592-b4c0-341710c8aea4,"7,5,6,4,3,1",2,7,5,6,4,3,1,7
debf9fbe-3236-40e1-ab49-2ed4dfb48db4,"7,3,5,1,6,4",1,7,3,5,1,6,4,7
28dac022-50cb-42ac-9fbf-67e932c9df9f,"1,4,7,3,5,6",3,1,4,7,3,5,6,1
aeb54db1-02f5-4a0c-9578-72dcc7e97d8d,"6,4,3,1,7,5",1,6,4,3,1,7,5,1
b446ac31-fa7b-4463-aeee-e180b661ddb8,"6,7,4,5,1,3",1,6,7,4,5,1,3,6
203d0e7b-10c3-43d8-a32b-b4f8944108b9,"3,4,7,5,1,6",1,3,4,7,5,1,6,5
e77465b8-4fcf-4a29-9ad6-ba3918442b2b,"6,3,7,4,1,5",1,6,3,7,4,1,5,5
a1d2d738-0dc5-4fe9-bcd1-f6d01d40f750,"6,4,7,3,5,1",3,6,4,7,3,5,1,6
989a97ab-e0fa-4023-9a38-2078f55514a9,"3,1,6,7,4,5",1,3,1,6,7,4,5,3
6bd0bc1c-da90-4116-8338-7aa419ec5b1d,"7,6,4,1,5,3",1,7,6,4,1,5,3,7
02f9606b-ab8b-44b0-a1f0-52ed33c8b15c,"3,6,5,1,7,4",3,3,6,5,1,7,4,3
b2c66ad0-1ef5-4fb4-97ff-271feb7b5b8c,"4,6,5,3,7,1",2,4,6,5,3,7,1,4
0b69fba6-a1e2-41df-aeab-2b0db2b0e3f2,"6,3,1,4,7,5",1,6,3,1,4,7,5,1
d2788ad1-5acc-494e-a81a-55284ad2ea59,"3,6,1,7,5,4",1,3,6,1,7,5,4,3
07dcd616-d77b-4782-ac95-09b3a2926e59,"6,4,1,5,3,7",1,6,4,1,5,3,7,6
2c64e832-307a-46ab-ad3e-85bc5145aae4,"6,7,3,1,5,4",1,6,7,3,1,5,4,7
f6d623f0-a37f-4c8c-ab26-89dec619768c,"3,7,1,6,5,4",3,3,7,1,6,5,4,3
34fdee72-be5d-4ebc-a92b-13bef515b740,"6,3,7,1,4,5",3,6,3,7,1,4,5,6
80ef012d-7be0-4b23-9aba-53198a779e9a,"3,6,1,7,4,5",1,3,6,1,7,4,5,3
a12d1f27-4b8b-4181-8ae3-488a84f9fc1b,"5,4,3,1,7,6",1,5,4,3,1,7,6,5
1c62cfa1-367b-4b26-b2be-01afabd7199d,"5,6,3,1,4,7",1,5,6,3,1,4,7,5
5f3f7bcc-0a2c-40bd-a188-885df387804f,"6,5,1,7,3,4",1,6,5,1,7,3,4,5
e2f9351c-8826-4616-a71d-7f41505b307b,"6,3,4,5,7,1",2,6,3,4,5,7,1,5
e9903d71-3802-47a9-99c6-7a4d4a555774,"6,1,7,5,3,4",2,6,1,7,5,3,4,1
f06522b7-b42d-4047-9f00-daffecb691e5,"3,7,1,6,5,4",1,3,7,1,6,5,4,3
a6b72b6a-c11a-4591-adc3-9ce93863fab2,"3,4,7,6,5,1",1,3,4,7,6,5,1,5
a7061987-a2d0-489d-a28a-54987fa4a30c,"5,4,6,1,3,7",2,5,4,6,1,3,7,5
6d2c52a8-58f5-4c56-878a-0e87aa55c549,"3,4,1,6,5,7",3,3,4,1,6,5,7,3
1225f8ad-5725-4445-a2bf-16457a156845,"4,5,3,1,7,6",1,4,5,3,1,7,6,5
befadb0d-6b82-4524-9a4c-e562d1f513f3,"4,5,7,6,3,1",2,4,5,7,6,3,1,4
03ded749-dd26-4fd7-9547-81dc3bae13cf,"5,6,1,3,4,7",1,5,6,1,3,4,7,5
6600585c-d7c4-4ddb-80c1-ccd12c466cf6,"6,4,5,3,7,1",1,6,4,5,3,7,1,5
ba1ea1e9-fb8d-4c32-817b-7557d9ffef0e,"7,6,1,3,4,5",2,7,6,1,3,4,5,7
64470f06-3940-4ebf-996c-1599ea4d04d7,"4,3,7,5,1,6",2,4,3,7,5,1,6,4
39f6c4b2-68c6-48a4-a273-6d64c89119b0,"6,7,1,4,5,3",1,6,7,1,4,5,3,1
1770d105-5e99-45c0-8f25-b06c784f4605,"7,6,3,4,5,1",3,7,6,3,4,5,1,7
f2188b27-0d51-4921-b74d-21ec454d978c,"6,7,3,1,5,4",1,6,7,3,1,5,4,6
b0ce5693-dd9d-45cf-a8e9-1a38cd754236,"6,3,5,7,1,4",1,6,3,5,7,1,4,5
899bbb05-824f-49a3-ab03-51c794fb069e,"4,5,3,7,6,1",2,4,5,3,7,6,1,4
3202f977-7ee2-4df4-a2db-8f43b51f9d80,"4,3,1,6,5,7",1,4,3,1,6,5,7,4
465459f4-5cbd-40a7-822e-788c5e456f32,"7,6,3,1,5,4",2,7,6,3,1,5,4,7
fe62d6e1-67e7-47d8-a0e2-558e516ced53,"6,4,5,1,7,3",2,6,4,5,1,7,3,6
fdd80e55-7d7a-4298-9427-8bc25b7bfec3,"6,4,1,3,5,7",1,6,4,1,3,5,7,1
4988e8ba-8842-4eb6-9466-98d94f88008c,"7,6,1,3,4,5",3,7,6,1,3,4,5,7
ef3e2c9d-afda-490e-8907-5b293bba3256,"3,7,4,5,1,6",3,3,7,4,5,1,6,3
9ba8c072-f68a-47d7-8c18-1fd56bd04c80,"3,1,5,7,4,6",2,3,1,5,7,4,6,3
3ec06c50-ae09-4cbe-80b6-498e5f2731a9,"3,4,1,5,6,7",1,3,4,1,5,6,7,3
91877d9b-99d7-41dc-99d9-14ef85a2b653,"3,7,1,6,5,4",3,3,7,1,6,5,4,3
c9d139e7-18a2-4a32-97f8-34b021bf2d58,"5,3,7,4,1,6",2,5,3,7,4,1,6,5
bbffe63d-751b-41a8-8c5b-d6f42c614d6f,"4,3,6,1,7,5",1,4,3,6,1,7,5,4
8bbba25f-740a-4483-9a0c-bd5760efcc5c,"6,3,7,4,1,5",3,6,3,7,4,1,5,6
f1f8153e-371b-4c48-9c73-596b14150e39,"3,6,4,1,5,7",2,3,6,4,1,5,7,3
6aa15d87-9ec6-4426-8676-0757f1aa05fb,"3,7,1,6,5,4",3,3,7,1,6,5,4,3
f916a3e6-f602-4b6b-a90b-58ad95afd729,"7,6,1,3,5,4",2,7,6,1,3,5,4,7
2816fdbc-3c33-4207-8e51-571f912dc922,"6,4,5,3,7,1",1,6,4,5,3,7,1,6
1a77bd1a-5708-471f-8e40-37fa76eb6a74,"6,7,3,4,5,1",2,6,7,3,4,5,1,5
32af8a37-2e2d-4358-b0bd-0976551a8322,"4,6,3,7,1,5",1,4,6,3,7,1,5,4
7238a6d0-6449-426d-8d77-9c6ffa1a6db7,"5,7,3,4,6,1",1,5,7,3,4,6,1,5
9d2c84eb-5d9d-47d4-a655-68257d62569f,"1,3,4,5,6,7",2,1,3,4,5,6,7,1
d9e092e8-c23d-4e60-9f6d-bb7d6b7afed1,"5,6,1,4,3,7",2,5,6,1,4,3,7,5
7706957f-fcbf-41ea-9afd-5f948b3ea871,"6,3,1,7,5,4",1,6,3,1,7,5,4,6
9262310a-02c5-4107-8381-82692d1630e9,"4,5,3,7,6,1",3,4,5,3,7,6,1,4
4743ed18-6550-480c-a640-75b9562fae31,"4,5,6,1,7,3",1,4,5,6,1,7,3,4
8f203bb7-f8e0-4d07-8a16-30e241e937df,"6,1,4,7,3,5",1,6,1,4,7,3,5,6
4cfdb1ea-b935-42da-9700-148ab1a7e019,"7,3,5,1,6,4",1,7,3,5,1,6,4,7
cb4cc19e-18f3-4e63-b4da-49a15c1e16d7,"4,1,7,6,5,3",1,4,1,7,6,5,3,4
615bf27c-f984-421a-a267-3c1473f7637b,"6,7,4,1,5,3",1,6,7,4,1,5,3,6
bfadb438-5340-42bb-bc3a-dd1c4eb61660,"6,4,3,1,5,7",1,6,4,3,1,5,7,6
0a0b5ede-d05f-4ab0-b266-0dde42f3acf3,"7,1,5,4,6,3",1,7,1,5,4,6,3,7
71199404-9433-42d2-9719-d9edf0fb8b02,"6,4,3,5,1,7",1,6,4,3,5,1,7,6
99723f7a-309e-43e9-833e-346437f1994e,"6,1,4,5,7,3",1,6,1,4,5,7,3,1
f843c7f4-4896-4d63-b799-389232f0c3c1,"3,7,1,6,5,4",1,3,7,1,6,5,4,3
46f82cfe-c19e-4d7b-a84d-d1f7f58147b6,"6,7,5,4,1,3",3,6,7,5,4,1,3,5
e630fb3d-768e-48aa-9e4a-44eb8bca089d,"7,6,1,4,5,3",1,7,6,1,4,5,3,7
e9ef52b3-811b-4c5e-b4e7-b76f142abc88,"7,4,6,3,1,5",3,7,4,6,3,1,5,7
9f7eb251-88c6-4594-9b70-82f964799240,"3,6,1,5,7,4",1,3,6,1,5,7,4,3
2ec6e8c4-9353-477d-80f3-96edc98e0a3e,"1,3,4,7,5,6",1,1,3,4,7,5,6,1
13614f1c-3032-46a5-bc8a-d2d6362c4a2f,"4,6,3,1,5,7",1,4,6,3,1,5,7,4
60d86bf6-7565-4984-acea-f3ad83a315db,"6,4,3,7,1,5",1,6,4,3,7,1,5,6
0cc06f79-1edd-4dc0-af63-9904bc8e19e2,"4,6,3,1,5,7",1,4,6,3,1,5,7,4
c361f1bd-1f66-403c-9337-806c526bd63c,"5,6,4,3,1,7",1,5,6,4,3,1,7,5
a6940454-46ee-466d-a77b-f827da8193f1,"6,7,3,5,4,1",1,6,7,3,5,4,1,5
1344a4c2-6657-4f4b-b5fb-8fb20551c176,"5,4,1,7,3,6",1,5,4,1,7,3,6,5
05d2be31-5e7b-43d3-a17d-232f50043f77,"4,7,6,3,5,1",1,4,7,6,3,5,1,4
f2c386b0-5c97-4247-a9e3-cf34a9eb5ff8,"6,7,4,1,3,5",1,6,7,4,1,3,5,6
9e4873a2-e256-4d81-9335-7e0e92e9bcda,"6,3,7,1,5,4",1,6,3,7,1,5,4,6
96ca01ac-6e92-4dd3-bb73-8b642fef2b7e,"4,3,5,6,1,7",1,4,3,5,6,1,7,4
cbd28915-d720-494b-beda-4c46e2740008,"4,6,5,3,7,1",1,4,6,5,3,7,1,4
ad66f129-6d6e-4b37-901b-7abee0d61089,"7,4,6,3,1,5",1,7,4,6,3,1,5,7
f9271396-0c16-4012-b5a7-929c2b1d3777,"1,7,4,6,3,5",1,1,7,4,6,3,5,1
5014746d-be45-4ea4-866b-f1dfe6fefa73,"4,1,6,5,3,7",1,4,1,6,5,3,7,4
83ad4959-1434-44df-8f29-1a409bd96253,"4,7,3,1,6,5",1,4,7,3,1,6,5,4
009f2de1-69ac-47b2-a2f2-68135e734c84,"7,1,5,3,4,6",1,7,1,5,3,4,6,7
3f6a8cf2-e05d-4989-9a6a-acfc750fb5ee,"3,7,6,4,5,1",2,3,7,6,4,5,1,3
830673dc-391f-460c-979b-7efd593feec4,"6,7,1,3,4,5",2,6,7,1,3,4,5,6
8c129e68-d2a8-42bc-9de1-3a07758ca8e9,"4,6,7,3,5,1",3,4,6,7,3,5,1,4
0dcb7315-918c-4fd8-85ac-f8f28b8114d1,"3,6,5,4,7,1",1,3,6,5,4,7,1,5
a234c51d-61b1-4eea-a828-bd2a64ead0bf,"1,7,6,3,4,5",1,1,7,6,3,4,5,1
34ea2549-bb21-44d1-be3a-4884a3627966,"5,7,3,6,1,4",1,5,7,3,6,1,4,5
a33b13ce-5ff4-4d4e-a481-974a33e213a1,"3,5,6,7,1,4",1,3,5,6,7,1,4,3
3c100591-63cd-4f79-8d94-fb40543c2c6b,"3,4,1,7,6,5",1,3,4,1,7,6,5,3
4a5b6b28-dbff-4fe9-84ce-d72a4f3d7a84,"7,6,1,3,4,5",2,7,6,1,3,4,5,7
0c6ef71c-1b18-45eb-8933-8539fed0d4c9,"7,6,5,1,3,4",1,7,6,5,1,3,4,7
56d9b660-e960-40bb-a028-0fc63aa70357,"6,3,7,5,1,4",1,6,3,7,5,1,4,5
217b9883-4f95-4bf5-8d26-79206adb6060,"7,6,3,4,5,1",1,7,6,3,4,5,1,7
30f88fcd-9bfb-445d-a3d3-e40540b04a69,"1,3,6,5,7,4",1,1,3,6,5,7,4,1
00ed2108-24d1-4e95-82fe-b83a802b471f,"4,7,1,6,5,3",2,4,7,1,6,5,3,4
4036acf9-6713-4053-b395-7f6c4072cfb7,"5,6,3,7,1,4",1,5,6,3,7,1,4,5
aa3119a3-ba59-4350-a5b7-636ab5a918db,"4,7,6,3,5,1",2,4,7,6,3,5,1,4
4efa6e7e-69a7-4ad5-a998-55a3a78d655c,"7,1,6,5,4,3",1,7,1,6,5,4,3,7
37e71c5b-ba0b-4f02-ae2b-16bed9e19482,"6,1,3,7,4,5",1,6,1,3,7,4,5,1
16844520-3745-43ca-8ea3-8b87f03bf16d,"4,3,7,1,5,6",1,4,3,7,1,5,6,1
0e9a167e-3594-4fc7-a758-174e25040340,"6,7,4,5,1,3",1,6,7,4,5,1,3,5
b51a87a9-822f-40d0-8a13-07d9a0575778,"6,7,5,4,1,3",3,6,7,5,4,1,3,6
5bb322aa-39b7-4027-b89d-109c997c4df3,"6,4,5,3,7,1",3,6,4,5,3,7,1,6
f7342453-0d94-4ffe-b9ed-d64a1d8f3a8c,"4,3,1,6,7,5",1,4,3,1,6,7,5,1
036cd751-d736-42a1-b88f-10d008271f03,"4,6,7,5,3,1",3,4,6,7,5,3,1,4
45700bdc-d281-494a-9df8-fe1e57437373,"4,5,1,6,3,7",1,4,5,1,6,3,7,4
dd8dc3e8-5cbe-475f-b71d-186993ba594c,"7,4,6,3,1,5",1,7,4,6,3,1,5,7
82f143d7-0247-4187-b5bc-44d212131d35,"6,7,1,3,4,5",1,6,7,1,3,4,5,1
69f3f340-059d-44fd-ae96-769ebefc0edf,"4,5,3,7,6,1",3,4,5,3,7,6,1,4
88217cd1-b503-42be-8e5b-40568f227946,"3,4,6,1,5,7",1,3,4,6,1,5,7,3
938d2444-81dd-4337-b769-40374420885f,"7,6,4,3,1,5",3,7,6,4,3,1,5,7
29736b1b-45a3-4217-87de-bc82814cbeab,"6,3,1,7,4,5",1,6,3,1,7,4,5,1
5e682756-1d98-4f15-9aa6-a75c3f302ae7,"5,1,3,6,4,7",1,5,1,3,6,4,7,5
8437d796-83c7-4b97-95bc-a89b98b19c56,"6,7,1,3,4,5",2,6,7,1,3,4,5,6
7d87141d-3edf-4901-b734-1847c0494c54,"6,7,1,3,5,4",1,6,7,1,3,5,4,1
c4322099-d8d6-43e9-a12c-9eb65caf3cf7,"6,1,7,5,3,4",1,6,1,7,5,3,4,6
d6369651-9232-4df5-8efb-0259d973a19a,"4,3,6,1,7,5",1,4,3,6,1,7,5,4
d008af15-7b05-4f06-8236-5d3c55fa6a18,"5,4,1,7,3,6",1,5,4,1,7,3,6,5
e1579d79-a5a6-4c99-90c8-c8171c49aa31,"1,5,6,4,3,7",2,1,5,6,4,3,7,1
e79018e0-fab2-49c7-8b4d-090fa436ad75,"4,3,1,6,7,5",2,4,3,1,6,7,5,4
bcd16f48-24cf-45ec-9e1a-b6de0b3c4dd4,"5,4,7,3,1,6",2,5,4,7,3,1,6,5
44a416d2-aa2d-4909-b594-586b55e7f426,"7,3,6,1,5,4",2,7,3,6,1,5,4,7
cd8fb941-a9cb-4a8b-9d0d-82bba3a4cf3e,"1,4,3,7,6,5",1,1,4,3,7,6,5,1
6bbb95ed-ede8-423f-97a1-0305b8a8c021,"4,3,6,1,7,5",2,4,3,6,1,7,5,4
7c89c071-355f-4482-a767-f15988dec1c4,"3,4,1,5,7,6",1,3,4,1,5,7,6,1
8bddc1d1-64f7-42d6-a7a5-b4a1888b2b9d,"6,4,3,7,1,5",1,6,4,3,7,1,5,5
d24aac0b-2a86-45ec-99a2-3b14ed13aaa7,"4,7,6,5,3,1",1,4,7,6,5,3,1,4
070e7499-0e8c-4c06-8ccf-eaef4a2a0f80,"1,6,3,4,7,5",1,1,6,3,4,7,5,1
92b6a231-f5eb-49eb-91ee-e491257c997c,"4,7,6,1,5,3",3,4,7,6,1,5,3,1
0ec37efb-f7f5-4cbb-88e1-21cb7d11b3a4,"7,4,5,1,6,3",1,7,4,5,1,6,3,7
1f778f16-4b0d-4054-b81b-0344f104660b,"4,5,3,6,1,7",1,4,5,3,6,1,7,5
51d815df-7929-4f9a-abcc-6b6010f9ebfc,"1,6,3,7,4,5",3,1,6,3,7,4,5,1
bdceede7-331a-4892-af19-2ad91fd7e2f6,"4,7,6,1,5,3",2,4,7,6,1,5,3,4
5cc9e68b-0921-4421-8d6f-55c39f8590a3,"4,6,3,1,7,5",1,4,6,3,1,7,5,4
bb4195f0-b56b-4899-985f-acf51c5d03d6,"4,6,7,5,1,3",1,4,6,7,5,1,3,5
7594702f-7374-4f0b-9edf-5d6fc75ae66e,"6,4,7,5,3,1",1,6,4,7,5,3,1,6
4d05da2c-93a3-4b1b-b5d1-359bb706bd32,"6,7,3,1,4,5",1,6,7,3,1,4,5,6
1bbc6996-a342-4c67-ab40-f0ae8a6bcc07,"6,3,5,7,1,4",1,6,3,5,7,1,4,5
b4060702-5f25-4cbd-b5ab-e25385a73fa9,"4,5,3,7,6,1",1,4,5,3,7,6,1,4
c500f9f5-049c-4374-8e18-22b68922bd81,"6,4,5,1,7,3",1,6,4,5,1,7,3,5
cb2c42ac-f66f-4185-b521-9eac7bee2bad,"4,6,7,5,1,3",3,4,6,7,5,1,3,4
5e856790-0faa-484d-8445-0d8387af5fe7,"6,4,7,3,5,1",3,6,4,7,3,5,1,6
3411480a-668b-47b3-8471-5c6cb7fc3a21,"6,4,7,3,1,5",3,6,4,7,3,1,5,6
cd62df17-d3dd-4ad2-9349-e5dfe2a1c6b1,"4,5,3,1,6,7",3,4,5,3,1,6,7,5
e797386e-ccc3-43e1-8bb4-fc31ebce1938,"3,4,7,6,5,1",3,3,4,7,6,5,1,3
99d7a98d-9258-4e06-a0dc-45ea8a3304a3,"3,1,5,4,7,6",1,3,1,5,4,7,6,3
724bc0a4-9430-455e-8238-77cb2c7fb75a,"7,6,3,4,5,1",1,7,6,3,4,5,1,7
316940b8-b9db-4bb7-9cef-6eb08e2838ea,"4,6,5,1,3,7",1,4,6,5,1,3,7,5
ebad1dcc-a2a9-412f-b064-08006d0bfa21,"7,3,6,4,5,1",1,7,3,6,4,5,1,7
094f2ad5-94f0-41a7-8da7-368d6a354390,"1,7,3,6,4,5",1,1,7,3,6,4,5,1
f603466f-a7c4-4489-9955-c17a633d5832,"3,6,4,7,1,5",1,3,6,4,7,1,5,1
df85641b-2a62-42f2-8ce3-41b602a1e032,"5,4,6,1,3,7",1,5,4,6,1,3,7,5
39490782-b194-4f59-8bf6-f7e45fca0865,"6,4,5,1,7,3",1,6,4,5,1,7,3,5
231eaff8-3256-45f5-956f-a74d15057ae0,"6,4,5,1,7,3",1,6,4,5,1,7,3,5
42bf4986-efc8-41e6-9c1f-c11fa75aacc8,"4,5,3,1,6,7",3,4,5,3,1,6,7,4
